County,State_Abbr,State_Desc,CountyFIPS,Latitude,Longitude
Kearny County,KS,Kansas,20093,37.9944614,-101.3081363
Kingman County,KS,Kansas,20095,37.5529509,-98.1445285
Kiowa County,KS,Kansas,20097,37.5612311,-99.2865389
Labette County,KS,Kansas,20099,37.1914676,-95.2974732
Lane County,KS,Kansas,20101,38.4812863,-100.4661853
Leavenworth County,KS,Kansas,20103,39.1895108,-95.038977
Lincoln County,KS,Kansas,20105,39.0472801,-98.2142837
Linn County,KS,Kansas,20107,38.2165494,-94.8449321
Logan County,KS,Kansas,20109,38.9132702,-101.1574016
Lyon County,KS,Kansas,20111,38.4554034,-96.1616407
Marion County,KS,Kansas,20115,38.3596474,-97.1027707
Marshall County,KS,Kansas,20117,39.7827091,-96.5212426
McPherson County,KS,Kansas,20113,38.395812,-97.6474893
Meade County,KS,Kansas,20119,37.2438862,-100.3600936
Miami County,KS,Kansas,20121,38.5667718,-94.8329626
Mitchell County,KS,Kansas,20123,39.3930256,-98.2073621
Montgomery County,KS,Kansas,20125,37.1895369,-95.7424028
Morris County,KS,Kansas,20127,38.688204,-96.6514482
Morton County,KS,Kansas,20129,37.1852495,-101.8095163
Nemaha County,KS,Kansas,20131,39.7910427,-96.0053805
Neosho County,KS,Kansas,20133,37.5642832,-95.3156822
Ness County,KS,Kansas,20135,38.4804369,-99.9087452
Norton County,KS,Kansas,20137,39.7838666,-99.8992352
Osage County,KS,Kansas,20139,38.6502149,-95.7082554
Osborne County,KS,Kansas,20141,39.3482608,-98.7679416
Ottawa County,KS,Kansas,20143,39.1379632,-97.6548025
Pawnee County,KS,Kansas,20145,38.1814768,-99.2347717
Phillips County,KS,Kansas,20147,39.7845058,-99.3421498
Pottawatomie County,KS,Kansas,20149,39.3821868,-96.3371126
Pratt County,KS,Kansas,20151,37.6475943,-98.7401199
Rawlins County,KS,Kansas,20153,39.7861975,-101.0767378
Reno County,KS,Kansas,20155,37.9481849,-98.0783463
Republic County,KS,Kansas,20157,39.8289061,-97.650883
Rice County,KS,Kansas,20159,38.3471776,-98.2014154
Riley County,KS,Kansas,20161,39.2912114,-96.7274889
Rooks County,KS,Kansas,20163,39.3460064,-99.3244921
Rush County,KS,Kansas,20165,38.5235962,-99.3091835
Russell County,KS,Kansas,20167,38.9160397,-98.7709489
Saline County,KS,Kansas,20169,38.7918043,-97.6514783
Scott County,KS,Kansas,20171,38.4818768,-100.9063604
Sedgwick County,KS,Kansas,20173,37.681045,-97.4610535
Seward County,KS,Kansas,20175,37.1809599,-100.8552566
Shawnee County,KS,Kansas,20177,39.0418053,-95.755664
Sheridan County,KS,Kansas,20179,39.3505465,-100.4412278
Sherman County,KS,Kansas,20181,39.3513521,-101.719859
Smith County,KS,Kansas,20183,39.7846603,-98.7854295
Stafford County,KS,Kansas,20185,38.0356303,-98.7198888
Stanton County,KS,Kansas,20187,37.5659319,-101.7893829
Stevens County,KS,Kansas,20189,37.2017002,-101.3172684
Sumner County,KS,Kansas,20191,37.2366617,-97.4933519
Thomas County,KS,Kansas,20193,39.3577126,-101.0833859
Trego County,KS,Kansas,20195,38.9213022,-99.865423
Wabaunsee County,KS,Kansas,20197,38.9551537,-96.2012619
Wallace County,KS,Kansas,20199,38.9266259,-101.7711031
Washington County,KS,Kansas,20201,39.7767142,-97.0956108
Wichita County,KS,Kansas,20203,38.4819222,-101.3474341
Wilson County,KS,Kansas,20205,37.5585146,-95.7451749
Woodson County,KS,Kansas,20207,37.8881929,-95.7584691
Wyandotte County,KS,Kansas,20209,39.1153842,-94.7630866
Adair County,KY,Kentucky,21001,37.1055589,-85.2813796
Allen County,KY,Kentucky,21003,36.7507703,-86.192458
Anderson County,KY,Kentucky,21005,38.0053963,-84.9864171
Ballard County,KY,Kentucky,21007,37.0513234,-89.0103673
Barren County,KY,Kentucky,21009,36.9628048,-85.9321078
Bath County,KY,Kentucky,21011,38.1522485,-83.7376405
Bell County,KY,Kentucky,21013,36.7289281,-83.680718
Boone County,KY,Kentucky,21015,38.9589002,-84.7363707
Bourbon County,KY,Kentucky,21017,38.2025623,-84.2098602
Boyd County,KY,Kentucky,21019,38.3600029,-82.6814057
Boyle County,KY,Kentucky,21021,37.6181043,-84.8683523
Bracken County,KY,Kentucky,21023,38.6803649,-84.1152351
Breathitt County,KY,Kentucky,21025,37.5178069,-83.3171582
Breckinridge County,KY,Kentucky,21027,37.777988,-86.4329188
Bullitt County,KY,Kentucky,21029,37.9699453,-85.7026354
Butler County,KY,Kentucky,21031,37.2070133,-86.6824707
Caldwell County,KY,Kentucky,21033,37.1486421,-87.8705095
Calloway County,KY,Kentucky,21035,36.6209783,-88.2740857
Campbell County,KY,Kentucky,21037,38.9469811,-84.3795832
Carlisle County,KY,Kentucky,21039,36.85718,-88.976614
Carroll County,KY,Kentucky,21041,38.6683939,-85.1240238
Carter County,KY,Kentucky,21043,38.3140935,-83.0389885
Casey County,KY,Kentucky,21045,37.3219623,-84.9282195
Christian County,KY,Kentucky,21047,36.8920592,-87.4929864
Clark County,KY,Kentucky,21049,37.9703141,-84.1451152
Clay County,KY,Kentucky,21051,37.1642726,-83.7154535
Clinton County,KY,Kentucky,21053,36.7272577,-85.1360977
Crittenden County,KY,Kentucky,21055,37.3581494,-88.1050103
Cumberland County,KY,Kentucky,21057,36.7823717,-85.3884841
Daviess County,KY,Kentucky,21059,37.731671,-87.087139
Edmonson County,KY,Kentucky,21061,37.2275136,-86.2180153
Elliott County,KY,Kentucky,21063,38.1168826,-83.096116
Estill County,KY,Kentucky,21065,37.6924493,-83.9639825
Fayette County,KY,Kentucky,21067,38.0406777,-84.4582721
Fleming County,KY,Kentucky,21069,38.3678475,-83.6992045
Floyd County,KY,Kentucky,21071,37.552456,-82.7397239
Franklin County,KY,Kentucky,21073,38.234919,-84.8687863
Fulton County,KY,Kentucky,21075,36.5525115,-89.1876586
Gallatin County,KY,Kentucky,21077,38.7556634,-84.8651432
Garrard County,KY,Kentucky,21079,37.6301619,-84.5458557
Grant County,KY,Kentucky,21081,38.649167,-84.6259245
Graves County,KY,Kentucky,21083,36.7233435,-88.6498974
Grayson County,KY,Kentucky,21085,37.4585771,-86.3440114
Green County,KY,Kentucky,21087,37.2780653,-85.5379248
Greenup County,KY,Kentucky,21089,38.5635616,-82.9338199
Hancock County,KY,Kentucky,21091,37.8433252,-86.7927612
Hardin County,KY,Kentucky,21093,37.6958356,-85.9631827
Harlan County,KY,Kentucky,21095,36.8592233,-83.2214968
Harrison County,KY,Kentucky,21097,38.4445776,-84.3341313
Hart County,KY,Kentucky,21099,37.3058265,-85.8784426
Henderson County,KY,Kentucky,21101,37.7925421,-87.5725767
Henry County,KY,Kentucky,21103,38.4513829,-85.1196472
Hickman County,KY,Kentucky,21105,36.675896,-88.9720844
Hopkins County,KY,Kentucky,21107,37.3110702,-87.5421956
Jackson County,KY,Kentucky,21109,37.4034585,-84.0205757
Jefferson County,KY,Kentucky,21111,38.1895321,-85.6576243
Jessamine County,KY,Kentucky,21113,37.8732908,-84.5839603
Johnson County,KY,Kentucky,21115,37.8477561,-82.8301215
Kenton County,KY,Kentucky,21117,38.9305031,-84.5334381
Knott County,KY,Kentucky,21119,37.3543684,-82.9525461
Knox County,KY,Kentucky,21121,36.8885003,-83.8555508
Larue County,KY,Kentucky,21123,37.5444624,-85.6968413
Laurel County,KY,Kentucky,21125,37.1132678,-84.119395
Lawrence County,KY,Kentucky,21127,38.0744531,-82.7382903
Lee County,KY,Kentucky,21129,37.608116,-83.7192475
Leslie County,KY,Kentucky,21131,37.0878462,-83.3886172
Letcher County,KY,Kentucky,21133,37.1185357,-82.8612507
Lewis County,KY,Kentucky,21135,38.5350468,-83.3701427
Lincoln County,KY,Kentucky,21137,37.4571737,-84.6583354
Livingston County,KY,Kentucky,21139,37.2095174,-88.3634261
Logan County,KY,Kentucky,21141,36.859607,-86.8812881
Lyon County,KY,Kentucky,21143,37.0239759,-88.0833909
Madison County,KY,Kentucky,21151,37.7255107,-84.2783618
Magoffin County,KY,Kentucky,21153,37.698983,-83.069721
Marion County,KY,Kentucky,21155,37.552604,-85.2689592
Marshall County,KY,Kentucky,21157,36.882017,-88.3327524
Martin County,KY,Kentucky,21159,37.796774,-82.5066231
Mason County,KY,Kentucky,21161,38.5941366,-83.8281251
McCracken County,KY,Kentucky,21145,37.0541106,-88.7124544
McCreary County,KY,Kentucky,21147,36.7311363,-84.4910515
McLean County,KY,Kentucky,21149,37.5267075,-87.2655972
Meade County,KY,Kentucky,21163,37.9674757,-86.2008628
Menifee County,KY,Kentucky,21165,37.9354855,-83.589355
Mercer County,KY,Kentucky,21167,37.8120852,-84.8796946
Metcalfe County,KY,Kentucky,21169,36.9924298,-85.6334564
Monroe County,KY,Kentucky,21171,36.714077,-85.713508
Montgomery County,KY,Kentucky,21173,38.0381086,-83.9124157
Morgan County,KY,Kentucky,21175,37.9229402,-83.2589444
Muhlenberg County,KY,Kentucky,21177,37.2138159,-87.1340919
Nelson County,KY,Kentucky,21179,37.8031198,-85.4659312
Nicholas County,KY,Kentucky,21181,38.338031,-84.0262231
Ohio County,KY,Kentucky,21183,37.4778588,-86.844871
Oldham County,KY,Kentucky,21185,38.4001274,-85.4561499
Owen County,KY,Kentucky,21187,38.4993945,-84.8415902
Owsley County,KY,Kentucky,21189,37.4236223,-83.691637
Pendleton County,KY,Kentucky,21191,38.6962841,-84.3519435
Perry County,KY,Kentucky,21193,37.2412822,-83.2177723
Pike County,KY,Kentucky,21195,37.4860314,-82.410912
Powell County,KY,Kentucky,21197,37.8095667,-83.8312347
Pulaski County,KY,Kentucky,21199,37.107452,-84.5769692
Robertson County,KY,Kentucky,21201,38.5134727,-84.06423
Rockcastle County,KY,Kentucky,21203,37.3610502,-84.3143684
Rowan County,KY,Kentucky,21205,38.2042659,-83.4280787
Russell County,KY,Kentucky,21207,36.9905867,-85.0549503
Scott County,KY,Kentucky,21209,38.2857099,-84.5783405
Shelby County,KY,Kentucky,21211,38.2390111,-85.2282471
Simpson County,KY,Kentucky,21213,36.7409366,-86.5817934
Spencer County,KY,Kentucky,21215,38.0254107,-85.3171741
Taylor County,KY,Kentucky,21217,37.3662101,-85.3280585
Todd County,KY,Kentucky,21219,36.8403384,-87.1836416
Trigg County,KY,Kentucky,21221,36.8076808,-87.8586515
Trimble County,KY,Kentucky,21223,38.6200401,-85.3512075
Union County,KY,Kentucky,21225,37.6580293,-87.9516496
Warren County,KY,Kentucky,21227,36.995634,-86.4235786
Washington County,KY,Kentucky,21229,37.7542085,-85.1754162
Wayne County,KY,Kentucky,21231,36.8007715,-84.8265896
Webster County,KY,Kentucky,21233,37.5194599,-87.6847902
Whitley County,KY,Kentucky,21235,36.7580237,-84.1446485
Wolfe County,KY,Kentucky,21237,37.7438929,-83.4951095
Woodford County,KY,Kentucky,21239,38.0431027,-84.7488546
Acadia Parish,LA,Louisiana,22001,30.291497,-92.4110366
Allen Parish,LA,Louisiana,22003,30.6527435,-92.8196052
Ascension Parish,LA,Louisiana,22005,30.2064437,-90.9125023
Assumption Parish,LA,Louisiana,22007,29.9032998,-91.0652194
Avoyelles Parish,LA,Louisiana,22009,31.088503,-91.9832748
Beauregard Parish,LA,Louisiana,22011,30.6450184,-93.3402526
Bienville Parish,LA,Louisiana,22013,32.3409517,-93.0411511
Bossier Parish,LA,Louisiana,22015,32.6984813,-93.6265609
Caddo Parish,LA,Louisiana,22017,32.5801062,-93.8849698
Calcasieu Parish,LA,Louisiana,22019,30.2295588,-93.3580154
Caldwell Parish,LA,Louisiana,22021,32.1012195,-92.1142311
Cameron Parish,LA,Louisiana,22023,29.871812,-93.1649478
Catahoula Parish,LA,Louisiana,22025,31.666517,-91.846703
Claiborne Parish,LA,Louisiana,22027,32.8271597,-92.9897278
Concordia Parish,LA,Louisiana,22029,31.4698053,-91.626315
De Soto Parish,LA,Louisiana,22031,32.0592476,-93.7407968
East Baton Rouge Parish,LA,Louisiana,22033,30.5439297,-91.093131
East Carroll Parish,LA,Louisiana,22035,32.7301699,-91.2341409
East Feliciana Parish,LA,Louisiana,22037,30.8397837,-91.0434338
Evangeline Parish,LA,Louisiana,22039,30.7206932,-92.4040858
Franklin Parish,LA,Louisiana,22041,32.1390764,-91.6723711
Grant Parish,LA,Louisiana,22043,31.5977873,-92.5617156
Iberia Parish,LA,Louisiana,22045,29.6060126,-91.8427057
Iberville Parish,LA,Louisiana,22047,30.2706526,-91.3658718
Jackson Parish,LA,Louisiana,22049,32.3042901,-92.5616997
Jefferson Davis Parish,LA,Louisiana,22053,30.2695293,-92.8162205
Jefferson Parish,LA,Louisiana,22051,29.5033,-90.036231
LaSalle Parish,LA,Louisiana,22059,31.6800826,-92.1615956
Lafayette Parish,LA,Louisiana,22055,30.2065065,-92.06417
Lafourche Parish,LA,Louisiana,22057,29.4919925,-90.394849
Lincoln Parish,LA,Louisiana,22061,32.6018231,-92.6623026
Livingston Parish,LA,Louisiana,22063,30.4404194,-90.7274738
Madison Parish,LA,Louisiana,22065,32.3468782,-91.2319321
Morehouse Parish,LA,Louisiana,22067,32.8200082,-91.8003988
Natchitoches Parish,LA,Louisiana,22069,31.7325086,-93.0825461
Orleans Parish,LA,Louisiana,22071,30.0534195,-89.9345018
Ouachita Parish,LA,Louisiana,22073,32.480932,-92.1515814
Plaquemines Parish,LA,Louisiana,22075,29.282447,-89.5760676
Pointe Coupee Parish,LA,Louisiana,22077,30.708319,-91.6046207
Rapides Parish,LA,Louisiana,22079,31.1932037,-92.5359531
Red River Parish,LA,Louisiana,22081,32.1012125,-93.3490504
Richland Parish,LA,Louisiana,22083,32.413158,-91.7483534
Sabine Parish,LA,Louisiana,22085,31.5604024,-93.5595793
St. Bernard Parish,LA,Louisiana,22087,29.9181102,-89.2634941
St. Charles Parish,LA,Louisiana,22089,29.9057222,-90.3578553
St. Helena Parish,LA,Louisiana,22091,30.8225386,-90.7083074
St. James Parish,LA,Louisiana,22093,30.0247772,-90.7939562
St. John the Baptist Parish,LA,Louisiana,22095,30.1440682,-90.4909596
St. Landry Parish,LA,Louisiana,22097,30.5834409,-91.9892745
St. Martin Parish,LA,Louisiana,22099,30.1214329,-91.6114814
St. Mary Parish,LA,Louisiana,22101,29.6293488,-91.4638037
St. Tammany Parish,LA,Louisiana,22103,30.4100224,-89.9519622
Tangipahoa Parish,LA,Louisiana,22105,30.6213483,-90.4064899
Tensas Parish,LA,Louisiana,22107,32.0014894,-91.342576
Terrebonne Parish,LA,Louisiana,22109,29.3341299,-90.8436739
Union Parish,LA,Louisiana,22111,32.8293486,-92.3756501
Vermilion Parish,LA,Louisiana,22113,29.7897222,-92.2915678
Vernon Parish,LA,Louisiana,22115,31.1028407,-93.18833
Washington Parish,LA,Louisiana,22117,30.8521435,-90.0462534
Webster Parish,LA,Louisiana,22119,32.7321522,-93.3398245
West Baton Rouge Parish,LA,Louisiana,22121,30.4640516,-91.309808
West Carroll Parish,LA,Louisiana,22123,32.7924797,-91.4519982
West Feliciana Parish,LA,Louisiana,22125,30.8733639,-91.421776
Winn Parish,LA,Louisiana,22127,31.9411871,-92.6412694
Barnstable County,MA,Massachusetts,25001,41.7061233,-70.1648227
Berkshire County,MA,Massachusetts,25003,42.371493,-73.2179276
Bristol County,MA,Massachusetts,25005,41.7485884,-71.088894
Dukes County,MA,Massachusetts,25007,41.3809696,-70.7014995
Essex County,MA,Massachusetts,25009,42.6427082,-70.8649085
Franklin County,MA,Massachusetts,25011,42.5845038,-72.5917921
Hampden County,MA,Massachusetts,25013,42.1361975,-72.6356476
Hampshire County,MA,Massachusetts,25015,42.3394593,-72.6636936
Middlesex County,MA,Massachusetts,25017,42.4817182,-71.3949161
Nantucket County,MA,Massachusetts,25019,41.2933918,-70.1021635
Norfolk County,MA,Massachusetts,25021,42.1717377,-71.1811102
Plymouth County,MA,Massachusetts,25023,41.9871959,-70.7419417
Suffolk County,MA,Massachusetts,25025,42.3385513,-71.018253
Worcester County,MA,Massachusetts,25027,42.3116934,-71.940282
Allegany County,MD,Maryland,24001,39.6123134,-78.7031037
Anne Arundel County,MD,Maryland,24003,38.9916174,-76.5608941
Baltimore County,MD,Maryland,24005,39.4431666,-76.6165693
Baltimore city,MD,Maryland,24510,39.3000324,-76.6104761
Calvert County,MD,Maryland,24009,38.5227191,-76.5297621
Caroline County,MD,Maryland,24011,38.8715306,-75.831662
Carroll County,MD,Maryland,24013,39.563328,-77.0153297
Cecil County,MD,Maryland,24015,39.5623537,-75.9415852
Charles County,MD,Maryland,24017,38.4728532,-77.0154272
Dorchester County,MD,Maryland,24019,38.4291957,-76.0474333
Frederick County,MD,Maryland,24021,39.4701773,-77.3976358
Garrett County,MD,Maryland,24023,39.5472985,-79.2746192
Harford County,MD,Maryland,24025,39.5374292,-76.2997894
Howard County,MD,Maryland,24027,39.2522639,-76.9244057
Kent County,MD,Maryland,24029,39.2412793,-76.1259867
Montgomery County,MD,Maryland,24031,39.1373815,-77.2030633
Prince George's County,MD,Maryland,24033,38.8292778,-76.848188
Queen Anne's County,MD,Maryland,24035,39.0406929,-76.0824053
Somerset County,MD,Maryland,24039,38.0744501,-75.8533228
St. Mary's County,MD,Maryland,24037,38.2230765,-76.534487
Talbot County,MD,Maryland,24041,38.7483486,-76.1784757
Washington County,MD,Maryland,24043,39.6036207,-77.8146709
Wicomico County,MD,Maryland,24045,38.3673699,-75.6320828
Worcester County,MD,Maryland,24047,38.2221332,-75.3099315
Androscoggin County,ME,Maine,23001,44.1676811,-70.2074347
Aroostook County,ME,Maine,23003,46.7091929,-68.6124095
Cumberland County,ME,Maine,23005,43.8083479,-70.3303753
Franklin County,ME,Maine,23007,44.9767238,-70.4149354
Hancock County,ME,Maine,23009,44.5649063,-68.3707034
Kennebec County,ME,Maine,23011,44.4170119,-69.7657639
Knox County,ME,Maine,23013,44.0420446,-69.0385145
Lincoln County,ME,Maine,23015,43.9947814,-69.5136244
Oxford County,ME,Maine,23017,44.4944998,-70.7344211
Penobscot County,ME,Maine,23019,45.4092843,-68.666616
Piscataquis County,ME,Maine,23021,45.9156393,-69.1022311
Sagadahoc County,ME,Maine,23023,43.9168446,-69.844227
Somerset County,ME,Maine,23025,45.5036458,-69.9561096
Waldo County,ME,Maine,23027,44.5058217,-69.1389608
Washington County,ME,Maine,23029,44.9670088,-67.6093542
York County,ME,Maine,23031,43.4260188,-70.6684248
Alcona County,MI,Michigan,26001,44.6575092,-83.2945804
Alger County,MI,Michigan,26003,46.5217365,-86.6571192
Allegan County,MI,Michigan,26005,42.4212512,-86.2614034
Alpena County,MI,Michigan,26007,44.894954,-83.4265739
Antrim County,MI,Michigan,26009,45.0054553,-85.175639
Arenac County,MI,Michigan,26011,44.0368327,-83.7406755
Baraga County,MI,Michigan,26013,46.6958592,-88.3618101
Barry County,MI,Michigan,26015,42.5828109,-85.3145503
Bay County,MI,Michigan,26017,43.6997112,-83.9787007
Benzie County,MI,Michigan,26019,44.6368444,-86.2319991
Berrien County,MI,Michigan,26021,41.7913818,-86.7425435
Branch County,MI,Michigan,26023,41.9184551,-85.0668852
Calhoun County,MI,Michigan,26025,42.2429896,-85.0123853
Cass County,MI,Michigan,26027,41.9172431,-86.000142
Charlevoix County,MI,Michigan,26029,45.6185538,-85.5436841
Cheboygan County,MI,Michigan,26031,45.4760217,-84.4954307
Chippewa County,MI,Michigan,26033,46.3218192,-84.5206297
Clare County,MI,Michigan,26035,43.9911368,-84.8383253
Clinton County,MI,Michigan,26037,42.950455,-84.5916949
Crawford County,MI,Michigan,26039,44.6801748,-84.6113432
Delta County,MI,Michigan,26041,45.8052288,-86.9019375
Dickinson County,MI,Michigan,26043,46.0128332,-87.8661386
Eaton County,MI,Michigan,26045,42.5895301,-84.8464499
Emmet County,MI,Michigan,26047,45.5900944,-84.9868217
Genesee County,MI,Michigan,26049,43.0210768,-83.7063718
Gladwin County,MI,Michigan,26051,43.9897504,-84.3898162
Gogebic County,MI,Michigan,26053,46.4880535,-89.788314
Grand Traverse County,MI,Michigan,26055,44.7186875,-85.5538484
Gratiot County,MI,Michigan,26057,43.2923259,-84.60469
Hillsdale County,MI,Michigan,26059,41.9274606,-84.6374794
Houghton County,MI,Michigan,26061,46.998427,-88.6519034
Huron County,MI,Michigan,26063,43.907616,-82.8570449
Ingham County,MI,Michigan,26065,42.6035338,-84.3738107
Ionia County,MI,Michigan,26067,42.9446503,-85.073766
Iosco County,MI,Michigan,26069,44.3869118,-83.3801412
Iron County,MI,Michigan,26071,46.1702542,-88.5405261
Isabella County,MI,Michigan,26073,43.6452331,-84.8394245
Jackson County,MI,Michigan,26075,42.2484738,-84.4208679
Kalamazoo County,MI,Michigan,26077,42.2462657,-85.5328544
Kalkaska County,MI,Michigan,26079,44.6788808,-85.0889915
Kent County,MI,Michigan,26081,43.0324971,-85.547446
Keweenaw County,MI,Michigan,26083,47.3672969,-88.3513318
Lake County,MI,Michigan,26085,43.9951867,-85.8113997
Lapeer County,MI,Michigan,26087,43.0886327,-83.2243247
Leelanau County,MI,Michigan,26089,45.1461816,-86.051574
Lenawee County,MI,Michigan,26091,41.8960225,-84.0743563
Livingston County,MI,Michigan,26093,42.6025316,-83.9117183
Luce County,MI,Michigan,26095,46.5109878,-85.5175518
Mackinac County,MI,Michigan,26097,46.1678678,-85.3037625
Macomb County,MI,Michigan,26099,42.6715526,-82.9114562
Manistee County,MI,Michigan,26101,44.2452677,-86.3275365
Marquette County,MI,Michigan,26103,46.6565964,-87.5840278
Mason County,MI,Michigan,26105,43.9571957,-86.4429369
Mecosta County,MI,Michigan,26107,43.6352949,-85.3327509
Menominee County,MI,Michigan,26109,45.5355685,-87.5014573
Midland County,MI,Michigan,26111,43.6482031,-84.3794144
Missaukee County,MI,Michigan,26113,44.325424,-85.0854708
Monroe County,MI,Michigan,26115,41.916097,-83.4871059
Montcalm County,MI,Michigan,26117,43.3127822,-85.1494679
Montmorency County,MI,Michigan,26119,45.0241337,-84.1301067
Muskegon County,MI,Michigan,26121,43.4287388,-86.4209083
Newaygo County,MI,Michigan,26123,43.5627117,-85.7913723
Oakland County,MI,Michigan,26125,42.6604518,-83.3842103
Oceana County,MI,Michigan,26127,43.6039542,-86.467177
Ogemaw County,MI,Michigan,26129,44.3332801,-84.1280728
Ontonagon County,MI,Michigan,26131,46.8353252,-89.2769121
Osceola County,MI,Michigan,26133,43.9975523,-85.3222825
Oscoda County,MI,Michigan,26135,44.6872574,-84.1269054
Otsego County,MI,Michigan,26137,45.0217871,-84.5766031
Ottawa County,MI,Michigan,26139,43.054969,-86.2193493
Presque Isle County,MI,Michigan,26141,45.2523973,-83.4322825
Roscommon County,MI,Michigan,26143,44.3395168,-84.6112715
Saginaw County,MI,Michigan,26145,43.3282667,-84.05541
Sanilac County,MI,Michigan,26151,43.4491547,-82.6428148
Schoolcraft County,MI,Michigan,26153,46.0211217,-86.197029
Shiawassee County,MI,Michigan,26155,42.9515446,-84.1463518
St. Clair County,MI,Michigan,26147,42.9288035,-82.6689135
St. Joseph County,MI,Michigan,26149,41.9114878,-85.5228703
Tuscola County,MI,Michigan,26157,43.4879024,-83.436618
Van Buren County,MI,Michigan,26159,42.2821497,-86.3060762
Washtenaw County,MI,Michigan,26161,42.2522168,-83.8434233
Wayne County,MI,Michigan,26163,42.2846636,-83.2619533
Wexford County,MI,Michigan,26165,44.3313751,-85.5700462
Aitkin County,MN,Minnesota,27001,46.6024464,-93.41976
Anoka County,MN,Minnesota,27003,45.2741098,-93.2427232
Becker County,MN,Minnesota,27005,46.9376289,-95.7417568
Beltrami County,MN,Minnesota,27007,47.8795077,-95.00505
Benton County,MN,Minnesota,27009,45.7012249,-94.0014397
Big Stone County,MN,Minnesota,27011,45.4199252,-96.4022263
Blue Earth County,MN,Minnesota,27013,44.0337104,-94.0640122
Brown County,MN,Minnesota,27015,44.2465415,-94.7336472
Carlton County,MN,Minnesota,27017,46.6038184,-92.6710435
Carver County,MN,Minnesota,27019,44.8213196,-93.8000913
Cass County,MN,Minnesota,27021,46.9517447,-94.3337048
Chippewa County,MN,Minnesota,27023,45.0286254,-95.5641082
Chisago County,MN,Minnesota,27025,45.5054439,-92.9038486
Clay County,MN,Minnesota,27027,46.8983772,-96.4949007
Clearwater County,MN,Minnesota,27029,47.5758729,-95.371117
Cook County,MN,Minnesota,27031,47.7585562,-90.3443192
Cottonwood County,MN,Minnesota,27033,44.0106386,-95.1831523
Crow Wing County,MN,Minnesota,27035,46.4916528,-94.0707182
Dakota County,MN,Minnesota,27037,44.670893,-93.0624813
Dodge County,MN,Minnesota,27039,44.0207056,-92.8693529
Douglas County,MN,Minnesota,27041,45.9368351,-95.462155
Faribault County,MN,Minnesota,27043,43.6765219,-93.9472338
Fillmore County,MN,Minnesota,27045,43.6791869,-92.0939369
Freeborn County,MN,Minnesota,27047,43.6742019,-93.3502887
Goodhue County,MN,Minnesota,27049,44.4061779,-92.7160003
Grant County,MN,Minnesota,27051,45.9307426,-96.0106987
Hennepin County,MN,Minnesota,27053,45.0061209,-93.4752279
Houston County,MN,Minnesota,27055,43.6669899,-91.5015556
Hubbard County,MN,Minnesota,27057,47.0955506,-94.9132898
Isanti County,MN,Minnesota,27059,45.5624313,-93.2963388
Itasca County,MN,Minnesota,27061,47.4908166,-93.6111022
Jackson County,MN,Minnesota,27063,43.671111,-95.1497314
Kanabec County,MN,Minnesota,27065,45.9477598,-93.2977883
Kandiyohi County,MN,Minnesota,27067,45.1527137,-95.0049812
Kittson County,MN,Minnesota,27069,48.7760403,-96.7803493
Koochiching County,MN,Minnesota,27071,48.2453743,-93.7828956
Lac qui Parle County,MN,Minnesota,27073,44.9998559,-96.176836
Lake County,MN,Minnesota,27075,47.5171114,-91.4117038
Lake of the Woods County,MN,Minnesota,27077,48.7681003,-94.9046335
Le Sueur County,MN,Minnesota,27079,44.3734238,-93.7301433
Lincoln County,MN,Minnesota,27081,44.4082382,-96.2720323
Lyon County,MN,Minnesota,27083,44.4091953,-95.8472678
Mahnomen County,MN,Minnesota,27087,47.3283866,-95.8110885
Marshall County,MN,Minnesota,27089,48.3627284,-96.357761
Martin County,MN,Minnesota,27091,43.6771732,-94.5470963
McLeod County,MN,Minnesota,27085,44.8216571,-94.2723231
Meeker County,MN,Minnesota,27093,45.1231555,-94.527346
Mille Lacs County,MN,Minnesota,27095,45.9290434,-93.6329964
Morrison County,MN,Minnesota,27097,46.0204839,-94.2666194
Mower County,MN,Minnesota,27099,43.6662486,-92.7595136
Murray County,MN,Minnesota,27101,44.0155943,-95.7615809
Nicollet County,MN,Minnesota,27103,44.3588204,-94.2456844
Nobles County,MN,Minnesota,27105,43.6776863,-95.7631323
Norman County,MN,Minnesota,27107,47.3294529,-96.4637757
Olmsted County,MN,Minnesota,27109,43.9994993,-92.4100977
Otter Tail County,MN,Minnesota,27111,46.4057273,-95.7145815
Pennington County,MN,Minnesota,27113,48.069247,-96.0377254
Pine County,MN,Minnesota,27115,46.1009402,-92.7630936
Pipestone County,MN,Minnesota,27117,44.0153614,-96.2570147
Polk County,MN,Minnesota,27119,47.7742536,-96.4000265
Pope County,MN,Minnesota,27121,45.5896228,-95.4467052
Ramsey County,MN,Minnesota,27123,45.0152037,-93.0999648
Red Lake County,MN,Minnesota,27125,47.8654866,-96.08718
Redwood County,MN,Minnesota,27127,44.4035357,-95.2542415
Renville County,MN,Minnesota,27129,44.7236969,-94.9556169
Rice County,MN,Minnesota,27131,44.3507747,-93.298513
Rock County,MN,Minnesota,27133,43.6695866,-96.2632376
Roseau County,MN,Minnesota,27135,48.7610683,-95.8215042
Scott County,MN,Minnesota,27139,44.651805,-93.5337311
Sherburne County,MN,Minnesota,27141,45.4531762,-93.76913
Sibley County,MN,Minnesota,27143,44.5757343,-94.2301232
